;question;answer;label
147;Who is allowed entry to occupied hotel rooms?;"
Accommodation in the hotel is permitted only to persons who are not carrying infectious
diseases and who are not visibly under the influence of alcohol or drugs.";0
148;Who is allowed entry to occupied hotel rooms?;"
Hotel guests may receive visits in their hotel rooms from guests not staying in the hotel.
Visitors must present a personal document at the hotel reception and register in the visitors'
book. These visits can last for only a maximum of 2 hours and must finish until 10:00 pm.";0
149;"Where can you find the ""do not disturb"" card?";" For a possible late check-out please consult with the reception
in time, and upon availability we may grant a later check-out for a supplemental fee.";0
150;"Where can you find the ""do not disturb"" card?";"
Between the hours of 10:00 pm and 06:00 am guests are obliged to maintain low noise
levels.";0
151;What are the prices for minibar products found in the kitchen area?;"
Microwave oven – can be requested depending on availability. In case of longer stay
(weeks) it is an equipment of the kitchenette. Please contact the reception!";0
152;What are the prices for minibar products found in the kitchen area?;"
Microwave oven – can be requested depending on availability. In case of longer stay
(weeks) it is an equipment of the kitchenette. Please contact the reception!";0
153;Is a washing machine available for free on the lower floors of the building?;"
Drying machine - available at an extra cost on the 6-th floor. Please contact the
reception for further information.";0
154;Is a washing machine available for free on the lower floors of the building?;"
Microwave oven – can be requested depending on availability. In case of longer stay
(weeks) it is an equipment of the kitchenette. Please contact the reception!";0
155;Is the drying machine available for use on the 6th floor free of charge.;"
Washing machine – available at an extra cost on the 6-th floor. Please contact the
reception for further information.";0
156;Is the drying machine available for use on the 6th floor free of charge.;"
The hotel’s inner courtyard parking facility may be used only upon availability of parking
slots. Slots marked as ’Private’ are to be left free for their owners. For parking fees please
consult the reception or see the website of the hotel.";0
157;What is the typical duration for a stay where a microwave oven is considered an equipment of the kitchenette? ;"
Guests may not use their own electrical appliances in the hotel building except for those
serving for personal hygiene (electrical shavers or massaging machines, hairdryers etc.), or
personal computers and telephone chargers. The rooms own electrical devices shall only be
used according to their main purpose.";0
